,pwy1,pwy2,vc,vc_mean
343,PWY3O-64,PWY-6075-1,1.5148453018913031e-06,1.5332442326835052e-09
344,PWY3O-64,PWY3O-4031,3.1441800628777605e-06,8.709640063373299e-10
345,PWY3O-64,PWY-6482-1,1.1394753868423452e-06,8.819468938408245e-10
346,PWY3O-64,PWY3O-954,1.0506951462296797e-06,2.1269132514770847e-09
347,PWY3O-64,PWY-5653,5.863609252229653e-07,9.076794508095436e-10
348,PWY3O-64,PWY-7219,1.4442755173283293e-06,2.3754531535005418e-09
349,PWY3O-64,PWY-7221,2.7408823039533616e-06,1.7173448019757907e-09
350,PWY3O-64,PWY3O-285,7.883248333377368e-06,1.6464595516661169e-09
351,PWY3O-64,PWY0-662,9.704765232504487e-07,1.2161359940481814e-09
352,PWY3O-64,PWY-5084,1.21274764703616e-06,8.865114378919298e-10
353,PWY3O-64,PWY-7176,1.1445356906768988e-06,1.075691438606108e-09
354,PWY3O-64,PWY-6125,3.2008632302331237e-06,1.3586006919495433e-09
355,PWY3O-64,PWY3O-4108,8.329142559618645e-06,1.1912389244305846e-09
356,PWY3O-64,PWY3O-981,3.1816368176381997e-06,1.993506777968797e-09
357,PWY3O-64,PWY3O-31704,2.709941408112589e-06,1.4262849516382048e-09
358,PWY3O-64,PWY3O-2220,7.430270034695367e-07,2.172593577396306e-09
359,PWY3O-64,PWY-2201,6.288982907321361e-06,1.2080259138150904e-09
360,PWY3O-64,PWY3O-4120,1.7632515299558396e-06,1.4061016985293776e-09
361,PWY3O-64,PWY-6614,5.935410347076787e-07,1.3016250761133306e-09
362,PWY3O-64,PWY3O-1,1.0315574406428802e-06,2.714624843797053e-09
363,PWY3O-64,PWY3O-214,9.25157164795426e-06,1.2052594642983664e-09
364,PWY3O-64,PWY3O-50,1.2412141128063813e-06,2.0414705802736538e-09
365,PWY3O-64,PWY3O-20,3.1270619857842794e-06,1.3947644896450845e-09
366,PWY3O-64,PWY3O-4115,9.323706802398939e-06,1.1968814893965262e-09
367,PWY3O-64,PWY3O-440,1.1132174337304084e-06,2.0925139731774596e-09
368,PWY3O-64,PWY3O-259,1.7173958436357801e-07,3.2281876760071055e-10
369,PWY3O-64,PWY3O-697,5.560823116968681e-06,1.3183554094283266e-09
370,PWY3O-64,PWY-5760-1,4.003380872665582e-07,5.544848854107454e-10
371,PWY3O-64,PWY-5041,8.288689856309897e-07,1.4541561151420873e-09
372,PWY3O-64,PWY3O-4300,2.975399199982189e-06,2.0605257617605185e-09
373,PWY3O-64,PWY3O-1565,1.4095443142375705e-06,8.242949206067664e-10
374,PWY3O-64,PWY3O-15,6.007682464599044e-07,1.7566322995903637e-09
375,PWY3O-862,PWY3O-48,2.4691345268619063e-06,5.511460997459612e-09
376,PWY3O-862,PWY-781,3.6870189001435983e-06,4.114976451053122e-09
377,PWY3O-862,PWY3O-6499,3.5855978090671087e-06,2.074998732099021e-09
378,PWY3O-862,PWY3O-6407,1.2664356802916433e-06,8.245023960232053e-10
379,PWY3O-862,PWY3O-45,1.1859889438814197e-06,6.61824187433828e-10
380,PWY3O-862,PWY3O-6635,3.711338330251665e-06,1.932988713672742e-09
381,PWY3O-862,PWY3O-188,1.0431586884087322e-05,1.417335174468386e-09
382,PWY3O-862,PWY-5651,2.8622546667271255e-06,1.064826884943127e-09
383,PWY3O-862,PWY3O-351,1.0479891277481698e-05,2.7753949357737547e-09
384,PWY3O-862,PWY3O-1743,9.453110169654248e-07,8.688520376520449e-10
385,PWY3O-862,PWY3O-7,7.572261516878683e-06,1.64328591946152e-09
386,PWY3O-862,PWY-5686-1,1.079330406436937e-05,3.0115245715316323e-09
387,PWY3O-862,PWY3O-261,1.9619417897560863e-06,8.067194859194434e-10
388,PWY3O-862,PWY3O-3827,7.917121515047535e-07,8.247001578174516e-10
389,PWY3O-862,PWY3O-355,3.6246516971980073e-06,9.764686684261873e-10
390,PWY3O-862,PWY3O-5962,1.3126179740061155e-05,2.0509655843845554e-09
391,PWY3O-862,PWY3O-4,7.958998009952643e-06,2.590819664698126e-09
392,PWY3O-862,PWY-5971-1,3.2765884733555104e-06,9.142266945746402e-10
393,PWY3O-862,PWY3O-4158,5.969866809563958e-06,1.2955440124921785e-09
394,PWY3O-862,PWY3O-450,3.33199349964201e-06,6.507799803988301e-09
395,PWY3O-862,PWY3O-123,3.1298985060524934e-07,6.986380593867173e-10
396,PWY3O-862,PWY3O-4107,1.4240657939960597e-06,1.3088840018346138e-09
397,PWY3O-862,PWY3O-2,1.0378544572695113e-05,2.221435054087139e-09
398,PWY3O-862,PWY3O-4153,2.749265693122117e-06,1.2634493075009728e-09
399,PWY3O-862,PWY-6074-1,1.0981588252325933e-06,1.5598846949326612e-09
400,PWY3O-862,PWY-6123-1,2.4819707770781336e-06,9.943793177396369e-10
401,PWY3O-862,PWY3O-10,1.2347913453422191e-05,2.1437349745524634e-09
402,PWY3O-862,PWY3O-13,1.1530893538640041e-05,1.3247809672150783e-09
403,PWY3O-862,PWY3O-8514,3.167920691635187e-06,9.166437186444407e-10
404,PWY3O-862,PWY3O-6336,1.2456582592556563e-05,2.1155880761814814e-09
405,PWY3O-862,PWY-5694,1.6868572174485309e-06,9.088670352632172e-10
406,PWY3O-862,PWY-6126-1,5.3134620977221406e-06,1.5965931784020856e-09
407,PWY3O-862,PWY0-162,1.4845518382555061e-05,2.7614431515169385e-09
408,PWY3O-862,PWY3O-4109,2.3133126244126227e-05,1.737764892136886e-09
409,PWY3O-862,PWY3O-4112,2.1452167669429123e-05,1.7277841228599486e-09
410,PWY3O-862,PWY-7220-1,3.0474966183162955e-06,1.3226981850331144e-09
411,PWY3O-862,PWY3O-4105,2.2472995159236146e-05,1.7734371179952765e-09
412,PWY3O-862,PWY3O-69,3.1019359802480913e-06,1.5146171778555133e-09
413,PWY3O-862,PWY-7222-1,3.0474966183162955e-06,1.3226981850331144e-09
414,PWY3O-862,PWY-821-1,7.800533493832093e-06,2.2996855819080465e-09
415,PWY3O-862,PWY-6075-1,2.189609717457538e-06,1.3158712244336165e-09
416,PWY3O-862,PWY3O-4031,9.705937223794691e-06,1.5963712539136005e-09
417,PWY3O-862,PWY-6482-1,4.143893791595649e-06,1.9043629556965298e-09
418,PWY3O-862,PWY3O-954,7.220620828309137e-07,8.678630803256175e-10
419,PWY3O-862,PWY-5653,1.8123071162851227e-06,1.6657234524679436e-09
420,PWY3O-862,PWY-7219,2.265967379785514e-06,2.212858769321791e-09
421,PWY3O-862,PWY-7221,4.500380312579952e-06,1.6742486281919463e-09
422,PWY3O-862,PWY3O-285,1.410264368094186e-05,1.7488397421802903e-09
423,PWY3O-862,PWY0-662,5.461173179743778e-06,4.0633729015950725e-09
424,PWY3O-862,PWY-5084,7.661616825953354e-07,3.3253545251533653e-10
425,PWY3O-862,PWY-7176,4.052214861151309e-06,2.2612806144817575e-09
426,PWY3O-862,PWY-6125,6.82582713266248e-06,1.7202185314169558e-09
427,PWY3O-862,PWY3O-4108,1.648395297584552e-05,1.399792202432534e-09
428,PWY3O-862,PWY3O-981,2.915520951437477e-06,1.0846432111002519e-09
429,PWY3O-862,PWY3O-31704,3.815783468347286e-06,1.1924323338585269e-09
430,PWY3O-862,PWY3O-2220,1.4774898102189452e-06,2.5650864760745572e-09
431,PWY3O-862,PWY-2201,9.142075029215406e-06,1.0426636666532171e-09
432,PWY3O-862,PWY3O-4120,2.358199049230747e-06,1.116571519522134e-09
433,PWY3O-862,PWY-6614,3.606786906635981e-07,4.6963371180156e-10
434,PWY3O-862,PWY3O-1,2.673286613572503e-06,4.177010333707037e-09
435,PWY3O-862,PWY3O-214,1.7862134374214375e-05,1.3816626217678199e-09
436,PWY3O-862,PWY3O-50,1.6703673515770865e-06,1.6312181167744985e-09
437,PWY3O-862,PWY3O-20,4.38437163568077e-06,1.161115369618848e-09
438,PWY3O-862,PWY3O-4115,1.8070674437580885e-05,1.3773379906692746e-09
439,PWY3O-862,PWY3O-440,1.6809748636656938e-06,1.8760880174840335e-09
440,PWY3O-862,PWY3O-259,6.617889625392475e-07,7.386037528339815e-10
441,PWY3O-862,PWY3O-697,8.895934053716417e-06,1.2522429692731444e-09
442,PWY3O-862,PWY-5760-1,4.715295878253426e-06,3.877710426195252e-09
443,PWY3O-862,PWY-5041,1.5478615480721195e-06,1.612355779241791e-09
444,PWY3O-862,PWY3O-4300,4.578289906390544e-06,1.882520520719796e-09
445,PWY3O-862,PWY3O-1565,2.8391121145998405e-06,9.858028175693891e-10
446,PWY3O-862,PWY3O-15,1.4167688790324e-06,2.4596681927645832e-09
447,PWY3O-48,PWY-781,9.994277385453669e-08,1.0198242230054763e-09
448,PWY3O-48,PWY3O-6499,3.8875232080793897e-07,2.0568905862853915e-09
449,PWY3O-48,PWY3O-6407,2.994746897522422e-07,1.7825874390014417e-09
450,PWY3O-48,PWY3O-45,1.1553212276180779e-07,5.894496059275907e-10
451,PWY3O-48,PWY3O-6635,3.977943272734367e-07,1.8942587013020795e-09
452,PWY3O-48,PWY3O-188,1.4265664221577633e-06,1.7721322014382152e-09
453,PWY3O-48,PWY-5651,5.078592274040483e-07,1.727412338109008e-09
454,PWY3O-48,PWY3O-351,5.096843384640954e-07,1.2341025144409087e-09
455,PWY3O-48,PWY3O-1743,1.845408472326833e-07,1.550763422123389e-09
456,PWY3O-48,PWY3O-7,3.4077893282949624e-07,6.761486762490004e-10
457,PWY3O-48,PWY-5686-1,1.4990542327724614e-06,3.824117940746075e-09
458,PWY3O-48,PWY3O-261,1.6053307939034584e-07,6.035078172569392e-10
459,PWY3O-48,PWY3O-3827,1.6670176269921664e-07,1.5876358352306346e-09
460,PWY3O-48,PWY3O-355,2.1336955590964802e-07,5.255407781025813e-10
461,PWY3O-48,PWY3O-5962,5.898273534807779e-07,8.426105049725398e-10
462,PWY3O-48,PWY3O-4,2.9230224965690756e-07,8.699471715979392e-10
463,PWY3O-48,PWY-5971-1,1.362985894664165e-07,3.4770048333269514e-10
464,PWY3O-48,PWY3O-4158,6.772344340411258e-07,1.3437191151609638e-09
465,PWY3O-48,PWY3O-450,6.972092144529675e-08,1.245016454380299e-09
466,PWY3O-48,PWY3O-123,8.194945314971318e-08,1.6724378193819016e-09
467,PWY3O-48,PWY3O-4107,8.390815920372914e-08,7.051105815439424e-10
468,PWY3O-48,PWY3O-2,7.926341071270688e-07,1.5511430667848705e-09
469,PWY3O-48,PWY3O-4153,1.4508433312707347e-07,6.095980383490481e-10
470,PWY3O-48,PWY-6074-1,2.4005197239481507e-07,3.1175580830495464e-09
471,PWY3O-48,PWY-6123-1,2.904124917527605e-07,1.063782021072383e-09
472,PWY3O-48,PWY3O-10,5.176771317401518e-07,8.217097329208757e-10
473,PWY3O-48,PWY3O-13,1.0235910490700836e-06,1.0752006817963063e-09
474,PWY3O-48,PWY3O-8514,1.0371764900354956e-07,2.743853148242052e-10
475,PWY3O-48,PWY3O-6336,5.502590054251776e-07,8.544394494179776e-10
476,PWY3O-48,PWY-5694,4.309927384196751e-07,2.1231169380279564e-09
477,PWY3O-48,PWY-6126-1,4.4518043006343027e-07,1.2230231595149183e-09
478,PWY3O-48,PWY0-162,1.7853217249841416e-06,3.03626143704786e-09
479,PWY3O-48,PWY3O-4109,1.472040878742064e-06,1.011017087048121e-09
480,PWY3O-48,PWY3O-4112,1.3183343703472798e-06,9.707911416401176e-10
481,PWY3O-48,PWY-7220-1,2.073464891929207e-07,8.228035285433362e-10
482,PWY3O-48,PWY3O-4105,1.3007618310300775e-06,9.385005995888005e-10
483,PWY3O-48,PWY3O-69,6.404162747202012e-07,2.85900122642947e-09
484,PWY3O-48,PWY-7222-1,2.073464891929207e-07,8.228035285433362e-10
485,PWY3O-48,PWY-821-1,4.740307725268064e-07,1.2777109771612031e-09
486,PWY3O-48,PWY-6075-1,1.1699403224143906e-07,6.428243529749399e-10
487,PWY3O-48,PWY3O-4031,7.458386151899453e-07,1.121561827353301e-09
488,PWY3O-48,PWY-6482-1,1.212433914714005e-07,5.094260145857164e-10
489,PWY3O-48,PWY3O-954,1.2501658682052732e-07,1.3738086463794212e-09
490,PWY3O-48,PWY-5653,9.614626491911236e-08,8.079518060429611e-10
491,PWY3O-48,PWY-7219,2.3783412751494131e-07,2.1235189956691187e-09
492,PWY3O-48,PWY-7221,2.067206025424433e-07,7.031313011647731e-10
493,PWY3O-48,PWY3O-285,9.617129224064717e-07,1.0903774630458862e-09
494,PWY3O-48,PWY0-662,1.100435972138748e-07,7.485958994141142e-10
495,PWY3O-48,PWY-5084,1.6076536686954002e-07,6.379578050378572e-10
496,PWY3O-48,PWY-7176,2.862684763368661e-07,1.460553450698296e-09
497,PWY3O-48,PWY-6125,3.6108421811084e-07,8.319912859696773e-10
498,PWY3O-48,PWY3O-4108,8.80380676941158e-07,6.835253702959301e-10
499,PWY3O-48,PWY3O-981,5.447253713116173e-07,1.852807385413664e-09
500,PWY3O-48,PWY3O-31704,3.712557966775002e-07,1.0607308476500005e-09
501,PWY3O-48,PWY3O-2220,6.09161061172465e-08,9.66922319321373e-10
502,PWY3O-48,PWY-2201,6.022444342385672e-07,6.279921107805705e-10
503,PWY3O-48,PWY3O-4120,7.185990481082244e-08,3.110818390078894e-10
504,PWY3O-48,PWY-6614,3.846491465872542e-08,4.5791565069911213e-10
505,PWY3O-48,PWY3O-1,6.294755683855065e-08,8.992508119792949e-10
506,PWY3O-48,PWY3O-214,1.2270752880684026e-06,8.678043055646411e-10
507,PWY3O-48,PWY3O-50,5.111620872689149e-07,4.563947207758169e-09
508,PWY3O-48,PWY3O-20,2.712540007633304e-07,6.56789348095231e-10
509,PWY3O-48,PWY3O-4115,1.2318729322844081e-06,8.584480364351276e-10
510,PWY3O-48,PWY3O-440,1.537073228432139e-07,1.5684420698287134e-09
511,PWY3O-48,PWY3O-259,7.209968351880145e-08,7.357110563143005e-10
512,PWY3O-48,PWY3O-697,4.932344484364041e-07,6.34793369931022e-10
513,PWY3O-48,PWY-5760-1,4.7216862951472574e-08,3.5501400715392915e-10
514,PWY3O-48,PWY-5041,1.0561253114573287e-07,1.0058336299593607e-09
515,PWY3O-48,PWY3O-4300,4.905605124359504e-07,1.844212452766731e-09
516,PWY3O-48,PWY3O-1565,2.534795461062882e-07,8.046969717659943e-10
517,PWY3O-48,PWY3O-15,1.8219224944450637e-07,2.891940467373117e-09
518,PWY-781,PWY3O-6499,8.459708416265814e-07,2.2380180995412207e-09
519,PWY-781,PWY3O-6407,7.760671401376215e-07,2.309723631361969e-09
520,PWY-781,PWY3O-45,6.0885096841673e-07,1.5531912459610457e-09
521,PWY-781,PWY3O-6635,8.538464221994769e-07,2.0329676719035163e-09
522,PWY-781,PWY3O-188,2.542642841358902e-06,1.579281267924784e-09
523,PWY-781,PWY-5651,6.372323921967598e-07,1.0837285581577548e-09
524,PWY-781,PWY3O-351,6.71019921040414e-07,8.12372785763213e-10
525,PWY-781,PWY3O-1743,4.7012304896155167e-07,1.975306928409881e-09
526,PWY-781,PWY3O-7,2.2756430271292464e-06,2.2575823681837756e-09
527,PWY-781,PWY-5686-1,3.126877377473568e-06,3.988364001879551e-09
528,PWY-781,PWY3O-261,9.369460886277404e-07,1.7611768583228204e-09
529,PWY-781,PWY3O-3827,4.5376430928727395e-07,2.160782425177495e-09
530,PWY-781,PWY3O-355,3.0701657044231687e-06,3.780992246826563e-09
531,PWY-781,PWY3O-5962,4.607075771686577e-06,3.290768408347555e-09
532,PWY-781,PWY3O-4,8.946725501132003e-07,1.3313579614779768e-09
533,PWY-781,PWY-5971-1,2.899165741039728e-06,3.697915486020061e-09
534,PWY-781,PWY3O-4158,1.3642362766157193e-06,1.3534090045790865e-09
535,PWY-781,PWY3O-450,1.6912232039968445e-07,1.5100207178543256e-09
536,PWY-781,PWY3O-123,1.6515527784047336e-07,1.6852579371476872e-09
537,PWY-781,PWY3O-4107,3.5314701094010425e-07,1.4838109703365726e-09
538,PWY-781,PWY3O-2,1.0101049368777326e-06,9.883609949879964e-10
539,PWY-781,PWY3O-4153,3.1113752339351296e-07,6.536502592300692e-10
540,PWY-781,PWY-6074-1,3.1747413578796337e-07,2.0615203622595027e-09
541,PWY-781,PWY-6123-1,9.947466792285246e-07,1.8218803648874077e-09
542,PWY-781,PWY3O-10,4.472717843151158e-06,3.5497760659929822e-09
543,PWY-781,PWY3O-13,1.703219214916527e-06,8.945479069939743e-10
544,PWY-781,PWY3O-8514,2.8262326986168445e-06,3.738403040498471e-09
545,PWY-781,PWY3O-6336,4.545651157056851e-06,3.529232264795692e-09
546,PWY-781,PWY-5694,2.2710100372374264e-07,5.593620781372971e-10
547,PWY-781,PWY-6126-1,1.3793547470731105e-06,1.8947180591663602e-09
548,PWY-781,PWY0-162,3.3767487982629677e-06,2.8713850325365373e-09
549,PWY-781,PWY3O-4109,2.304510065785429e-06,7.913839511625787e-10
550,PWY-781,PWY3O-4112,1.766875825467591e-06,6.505433819836491e-10
551,PWY-781,PWY-7220-1,6.915083214770144e-07,1.3720403203909017e-09
552,PWY-781,PWY3O-4105,2.228078288650359e-06,8.037800464106634e-10
553,PWY-781,PWY3O-69,7.129944891105859e-07,1.5915055560504151e-09
554,PWY-781,PWY-7222-1,6.915083214770144e-07,1.3720403203909017e-09
555,PWY-781,PWY-821-1,1.1895046462692236e-06,1.6031059922765818e-09
556,PWY-781,PWY-6075-1,6.477592738908361e-07,1.7795584447550441e-09
557,PWY-781,PWY3O-4031,2.035656431188583e-06,1.5305687452545734e-09
558,PWY-781,PWY-6482-1,3.9016538883330726e-07,8.19675186624595e-10
559,PWY-781,PWY3O-954,4.307821356299192e-07,2.366934811153402e-09
560,PWY-781,PWY-5653,3.760990839409148e-07,1.5802482518525831e-09
561,PWY-781,PWY-7219,6.878469685617158e-07,3.0707453953648026e-09
562,PWY-781,PWY-7221,7.174926877873057e-07,1.2202256595022206e-09
563,PWY-781,PWY3O-285,3.237154237807985e-06,1.8351214500045268e-09
564,PWY-781,PWY0-662,5.108582980046715e-07,1.7376132585192909e-09
565,PWY-781,PWY-5084,1.653258708511248e-07,3.2802752153000953e-10
566,PWY-781,PWY-7176,2.498739150377152e-07,6.374334567288653e-10
567,PWY-781,PWY-6125,1.3088730586819394e-06,1.507918270370898e-09
568,PWY-781,PWY3O-4108,2.1354913839484125e-06,8.289951024644458e-10
569,PWY-781,PWY3O-981,1.0574925328231803e-06,1.7984566884747964e-09
570,PWY-781,PWY3O-31704,1.450106968084316e-06,2.071581382977594e-09
571,PWY-781,PWY3O-2220,1.4165917025636092e-07,1.1242791290187376e-09
572,PWY-781,PWY-2201,3.6526247429612915e-06,1.904392462440715e-09
573,PWY-781,PWY3O-4120,4.827936267930562e-07,1.0450078502014206e-09
574,PWY-781,PWY-6614,1.1874588536201044e-07,7.06820746202443e-10
575,PWY-781,PWY3O-1,2.1349756005450124e-07,1.524982571817866e-09
576,PWY-781,PWY3O-214,2.2931715862312497e-06,8.108810418073727e-10
577,PWY-781,PWY3O-50,4.2986700101320196e-07,1.91904911166608e-09
578,PWY-781,PWY3O-20,1.594548989850915e-06,1.930446718947839e-09
579,PWY-781,PWY3O-4115,2.3099218041173585e-06,8.048508028283479e-10
580,PWY-781,PWY3O-440,5.376373284348007e-07,2.7430475940551055e-09
581,PWY-781,PWY3O-259,2.164990230973863e-07,1.1045868525376853e-09
582,PWY-781,PWY3O-697,2.142090316607899e-06,1.37843649717368e-09
583,PWY-781,PWY-5760-1,2.461959677356634e-07,9.255487508859527e-10
584,PWY-781,PWY-5041,3.859620883588076e-07,1.8379147064705126e-09
585,PWY-781,PWY3O-4300,9.292348230255183e-07,1.7466819981682675e-09
586,PWY-781,PWY3O-1565,1.5504289610050508e-06,2.460998350801668e-09
587,PWY-781,PWY3O-15,6.165549718537881e-07,4.8932934274110164e-09
588,PWY3O-6499,PWY3O-6407,9.420120257305989e-07,1.4537222619299364e-09
589,PWY3O-6499,PWY3O-45,3.8564201012597205e-07,5.101084790026085e-10
590,PWY3O-6499,PWY3O-6635,1.3238879584473654e-06,1.6344295783300806e-09
591,PWY3O-6499,PWY3O-188,4.124714345526832e-06,1.3284104172389153e-09
592,PWY3O-6499,PWY-5651,1.498194989679226e-06,1.3211596028917336e-09
593,PWY3O-6499,PWY3O-351,2.691794682652514e-06,1.6897643958898393e-09
594,PWY3O-6499,PWY3O-1743,5.275265620175511e-07,1.1492953420861682e-09
595,PWY3O-6499,PWY3O-7,2.2766895933612913e-06,1.1711366220994299e-09
596,PWY3O-6499,PWY-5686-1,2.8015999773461885e-06,1.8529100379273732e-09
597,PWY3O-6499,PWY3O-261,8.214214655785553e-07,8.00605716938163e-10
598,PWY3O-6499,PWY3O-3827,3.899125704666167e-07,9.62747087571893e-10
599,PWY3O-6499,PWY3O-355,1.9264676739561207e-06,1.2301836998442662e-09
600,PWY3O-6499,PWY3O-5962,3.259874905648734e-06,1.2073610761661977e-09
601,PWY3O-6499,PWY3O-4,2.487443870525093e-06,1.9193239741705963e-09
602,PWY3O-6499,PWY-5971-1,1.78028843368917e-06,1.177439440270615e-09
603,PWY3O-6499,PWY3O-4158,1.8663965368749973e-06,9.600805230838463e-10
604,PWY3O-6499,PWY3O-450,2.2158747630578828e-07,1.0258679458601309e-09
605,PWY3O-6499,PWY3O-123,3.010369375816335e-07,1.5927880295324524e-09
606,PWY3O-6499,PWY3O-4107,1.9415595390981447e-07,4.22997720936415e-10
607,PWY3O-6499,PWY3O-2,1.5347817777754398e-06,7.786817746197056e-10
608,PWY3O-6499,PWY3O-4153,6.863195384026902e-07,7.476247695018412e-10
609,PWY3O-6499,PWY-6074-1,3.7269686136763617e-07,1.2548715870964183e-09
610,PWY3O-6499,PWY-6123-1,6.521849187866184e-07,6.193588972332559e-10
611,PWY3O-6499,PWY3O-10,3.1196589210419607e-06,1.2838102555728233e-09
612,PWY3O-6499,PWY3O-13,3.4443724513732427e-06,9.380099268445651e-10
613,PWY3O-6499,PWY3O-8514,1.7361817075009893e-06,1.1907967815507473e-09
614,PWY3O-6499,PWY3O-6336,3.163762660919233e-06,1.2736564657484835e-09
615,PWY3O-6499,PWY-5694,2.628394759098181e-06,3.3568260014025305e-09
616,PWY3O-6499,PWY-6126-1,7.821827655248385e-07,5.57110231855298e-10
617,PWY3O-6499,PWY0-162,3.2608375836925293e-06,1.4377590757021735e-09
618,PWY3O-6499,PWY3O-4109,4.564365010106743e-06,8.127430573551892e-10
619,PWY3O-6499,PWY3O-4112,4.0680895469755906e-06,7.766493980480318e-10
620,PWY3O-6499,PWY-7220-1,4.040112157487348e-07,4.156493989184515e-10
621,PWY3O-6499,PWY3O-4105,4.256152747924919e-06,7.961378129302132e-10
622,PWY3O-6499,PWY3O-69,1.347872785992269e-06,1.5600379467503112e-09
623,PWY3O-6499,PWY-7222-1,4.040112157487348e-07,4.156493989184515e-10
624,PWY3O-6499,PWY-821-1,2.326177380323886e-06,1.6255607130145954e-09
625,PWY3O-6499,PWY-6075-1,8.088572411378169e-07,1.1522182922191124e-09
626,PWY3O-6499,PWY3O-4031,2.4526033956033616e-06,9.561806610539422e-10
627,PWY3O-6499,PWY-6482-1,1.0491131480258704e-06,1.1428247799846084e-09
628,PWY3O-6499,PWY3O-954,5.367316617810776e-07,1.5291500335643235e-09
629,PWY3O-6499,PWY-5653,1.6206373340773863e-07,3.5308002921075954e-10
630,PWY3O-6499,PWY-7219,3.781728732548018e-07,8.754001695713004e-10
631,PWY3O-6499,PWY-7221,1.1496196135159111e-06,1.013773909626024e-09
632,PWY3O-6499,PWY3O-285,2.638912274635317e-06,7.756943781996816e-10
633,PWY3O-6499,PWY0-662,4.2716584886105887e-07,7.53378922153543e-10
634,PWY3O-6499,PWY-5084,9.163379642719879e-07,9.427345311440204e-10
635,PWY3O-6499,PWY-7176,4.5923733486353097e-07,6.074567921475278e-10
636,PWY3O-6499,PWY-6125,1.4756712826170376e-06,8.815240636899866e-10
637,PWY3O-6499,PWY3O-4108,2.9907317346351618e-06,6.019991414321984e-10
638,PWY3O-6499,PWY3O-981,1.1229469704118994e-06,9.902530603279537e-10
639,PWY3O-6499,PWY3O-31704,1.307170182757036e-06,9.682742094496562e-10
640,PWY3O-6499,PWY3O-2220,1.1935722223064642e-07,4.91181984488257e-10
641,PWY3O-6499,PWY-2201,2.8437455117158754e-06,7.687876484768519e-10
642,PWY3O-6499,PWY3O-4120,5.616319632962108e-07,6.303389038116842e-10
643,PWY3O-6499,PWY-6614,1.461345813447274e-07,4.5103265847138083e-10
644,PWY3O-6499,PWY3O-1,1.2700261083228635e-07,4.703800401195791e-10
645,PWY3O-6499,PWY3O-214,3.940313176199827e-06,7.22462995269495e-10
646,PWY3O-6499,PWY3O-50,1.0233161727250911e-06,2.368787436863637e-09
647,PWY3O-6499,PWY3O-20,6.279129981702785e-07,3.9417011812321307e-10
648,PWY3O-6499,PWY3O-4115,3.954326847362456e-06,7.144221946454301e-10
649,PWY3O-6499,PWY3O-440,4.962743771999125e-07,1.3128951777775461e-09
650,PWY3O-6499,PWY3O-259,1.806357706248248e-07,4.77872409060383e-10
651,PWY3O-6499,PWY3O-697,1.8726848931999934e-06,6.248531508842153e-10
652,PWY3O-6499,PWY-5760-1,5.27263054015222e-08,1.0278032242012126e-10
653,PWY3O-6499,PWY-5041,5.774432578843876e-07,1.4257858219367593e-09
654,PWY3O-6499,PWY3O-4300,8.997502288475856e-07,8.769495407871204e-10
655,PWY3O-6499,PWY3O-1565,1.179556701667193e-06,9.708285610429571e-10
656,PWY3O-6499,PWY3O-15,3.6809390426165815e-07,1.5147897294718443e-09
657,PWY3O-6407,PWY3O-45,5.073767685155598e-07,7.550249531481546e-10
658,PWY3O-6407,PWY3O-6635,1.1164849329592894e-06,1.550673517999013e-09
659,PWY3O-6407,PWY3O-188,2.941723114831986e-06,1.0658417082724588e-09
660,PWY3O-6407,PWY-5651,1.097591969125587e-06,1.0888809217515742e-09
661,PWY3O-6407,PWY3O-351,2.362645394690782e-06,1.668534883256202e-09
662,PWY3O-6407,PWY3O-1743,4.4713435971676006e-07,1.0959175483253924e-09
663,PWY3O-6407,PWY3O-7,2.476159687532887e-06,1.4329627821370872e-09
