,MKT1,MIP1,HAL9,LMO1,VPS70,BUL2,VPS36,RSF1,FLO5
SHE1,2.2204818384611286e-09,3.371966264281518e-11,9.731512438299677e-10,1.4005419923373947e-10,2.2693574931952924e-11,3.3385191858084687e-09,1.2183937925947586e-10,3.1249940085052796e-10,5.364002655026172e-10
PET9,2.2378048050855905e-09,4.928593540303521e-11,1.915241601421492e-09,2.284448662561618e-10,2.929435613384937e-11,4.061733877996125e-09,9.443866773846855e-11,9.942332543320354e-10,7.864280100934629e-10
YBL029C-A,2.838720763645577e-09,4.947505302503841e-10,2.3123614011919016e-09,2.7951837405989743e-10,1.817843691904323e-11,3.767240637633954e-09,1.8067512396697884e-10,1.5269726945837665e-09,8.200242994466792e-10
YBL029W,2.820070433004974e-09,6.533142455090876e-10,2.3159297496878723e-09,4.2759249540855186e-10,1.3600637191221765e-11,4.88438297375853e-09,2.8750453757019976e-10,8.946428038200353e-10,6.434484394669091e-10
YBL028C,3.2059487204611716e-09,1.977583047630977e-09,2.3246867754943926e-09,2.787169165069345e-10,7.737474386545133e-11,5.574861323390253e-09,8.567948432279041e-11,3.1724595660722794e-10,4.3149226599447436e-10
RPL19B,3.0746723119227104e-09,1.9813321942979646e-09,2.2859968021192264e-09,4.847828646909521e-10,1.1286028971125575e-10,4.086765684553955e-09,1.2003110105857047e-10,6.675926389963206e-10,3.065480185286746e-10
LSM2,2.0875906621617582e-09,2.206216871174707e-09,1.6588401542506302e-09,6.699190059293953e-10,3.8334945798433047e-10,2.593624692489071e-09,6.860108136658018e-11,7.382940548796988e-10,4.220216186609856e-10
RRN10,9.830498593329934e-10,3.173254525481615e-09,2.5740207869913784e-09,4.410072609488879e-10,4.3763937933508863e-10,1.613028715910113e-09,1.89086489348393e-10,5.077087213943794e-10,1.4573097245680706e-09
NCL1,6.438970133270994e-10,6.013887204218601e-09,1.7460464353238703e-09,5.552535554319054e-10,6.042692033091649e-10,1.2169292364270593e-09,1.8426861548846552e-10,1.1038532290152717e-09,3.388044430665621e-09
MCM2,5.369608805349388e-10,7.001072804628532e-09,5.317800119038893e-10,4.443980691243837e-10,7.965079405882249e-10,1.2764358174638713e-09,1.4440341848660547e-10,1.8194420384257149e-09,3.4653308127932634e-09
PIM1,5.116172734467953e-10,5.672179548088172e-09,6.564857917885285e-10,6.348805554678374e-10,6.081286111038845e-10,6.472038326304928e-10,2.2933626309469111e-10,3.840803759608489e-10,2.06510327794416e-09
HAP3,2.533928815821159e-10,4.7824114852203826e-09,7.960437013343864e-10,3.490759462780581e-10,2.964768588524189e-10,9.12949733903877e-10,1.785865886825011e-10,3.4000918706690136e-11,1.620308564152716e-09
RFT1,8.096643934669088e-10,4.0172659094554065e-09,5.417771891419947e-10,3.0901570895908993e-10,3.340738315383782e-10,1.502108354053975e-09,2.1771657259662204e-10,2.8174675127091705e-11,1.034587477251504e-09
APN2,1.2859107671480135e-09,1.9063448764537924e-09,3.931628090296569e-10,1.7885576962755298e-10,5.359345143920084e-10,1.9747517638076733e-09,3.064757962477897e-10,4.094039684992719e-11,1.9031914375050456e-09
POP8,1.2958859246222664e-09,1.7473862933954814e-09,2.665379053075249e-10,1.858498673502098e-10,5.22561939309793e-10,1.6430852026321004e-09,4.708050343835488e-10,7.847000795775461e-11,2.1122695782322753e-09
PEP1,2.484583919202058e-09,1.89798666744727e-09,5.3997004607853e-10,1.6444886303658716e-10,2.9545239804834545e-10,1.4112466831625259e-09,2.047017421627483e-10,4.000600624388345e-11,1.351723841436581e-09
FUS3,3.5267202419176555e-09,1.7100859750637638e-09,2.3327858302073603e-10,2.804308726775089e-10,1.5101474325568298e-10,1.6001642215165167e-09,9.312478770747749e-11,1.0155585505051643e-10,1.257966104875072e-09
ACH1,1.6494415329469226e-09,1.6139619111362193e-09,9.154726566030804e-10,2.817473345347664e-10,4.4954859695806065e-10,7.508952935978089e-10,2.1222318156770596e-10,1.3973347481525747e-10,5.359309274752879e-10
RRN6,1.3621497276097687e-09,2.030560416591404e-09,6.874185577408551e-10,9.388822927159428e-11,2.403412178473252e-10,5.4006618961296946e-11,2.165322382650549e-10,1.6734669368027664e-10,2.4336416636656815e-10
FMT1,3.528473533048735e-09,2.070045032669102e-09,1.1831165024965807e-09,1.6468361110066366e-10,5.543260441526905e-10,2.223194882260597e-10,4.5219949933886457e-10,2.9085218043341765e-10,8.312443075082632e-10
SCT1,3.884607228186262e-09,1.5094106606600822e-09,6.777347064868663e-10,8.540202305846578e-11,1.0147065931285801e-09,3.495610715660711e-11,2.9590874850089063e-10,4.113161515750539e-11,5.578290384584439e-10
LAA2,5.698413574353536e-09,6.131463500428483e-10,8.176222743820227e-10,9.992129401443216e-11,9.666639452192289e-10,1.2394645484367212e-10,5.5126443697424883e-11,1.0562368129469251e-10,3.525760375205614e-10
ALK2,3.850534862972029e-09,1.8562431088733398e-10,5.471123007210458e-10,9.650022618618176e-11,7.22110338900368e-10,2.3566711025002643e-11,5.371260881265472e-11,2.7166574262176693e-11,2.4267736361020916e-11
YBL008W-A,3.6860684557939227e-09,1.401546860001621e-10,6.975787745329845e-10,7.90295285813113e-11,7.107722199092951e-10,3.646726130845944e-11,3.047496943353332e-11,1.3514115683957106e-11,3.88791751565113e-12
HIR1,3.4068029973113574e-09,1.2024126661173794e-10,4.144514867636417e-10,7.437364368337919e-11,4.690494051471681e-10,2.526939959848782e-11,9.913711255993968e-11,1.1436613696829184e-10,2.0833336314214586e-11
SLA1,3.4588903679198525e-09,3.7868749316044515e-10,3.030089153683759e-10,1.3994086930034885e-10,1.5982426322529126e-10,4.326775840682763e-11,1.0243660434119627e-10,1.4136740895317035e-10,1.7297073875721924e-11
LDB7,1.2369242365850123e-09,1.0551389770109323e-09,3.540615157980224e-10,1.22054146603615e-10,1.2238885420477047e-10,1.2680397638105653e-10,8.633100329848634e-11,3.726230337990506e-10,7.628754068154191e-11
PDR3,4.2417400058844835e-10,1.9258012519501524e-09,7.809677906621489e-11,5.547932577075915e-10,3.536989443452684e-10,4.7394068498924824e-11,4.974417149206479e-10,2.338927688525389e-10,2.1797554451219253e-10
UTP20,7.383785618578685e-11,2.273153745494623e-09,7.037212612558999e-11,3.821297737394062e-10,3.846925555573739e-10,1.3421528991763515e-11,9.240343746742076e-10,1.7063711998005286e-10,1.8433369617187574e-10
HTA2,7.331964613965381e-11,2.8536685283784716e-09,8.705991206502921e-11,3.330580628158884e-10,4.985993015456716e-10,1.1400246348912693e-11,8.246435635494047e-10,3.1836926975704735e-10,4.7182532571540994e-11
HTB2,7.160117556580108e-11,2.6241388351283895e-09,5.894274791278704e-11,3.6683894732201163e-10,4.803482981714852e-10,1.173692073842254e-11,7.43849654827656e-10,3.4004559318860784e-10,8.839696509368428e-11
ECM15,6.632996903193344e-11,2.545668452636128e-09,3.483846945194218e-11,3.671476843918866e-10,5.041256676025138e-10,1.7487030833762276e-11,6.355768900221786e-10,4.03394115526281e-10,7.282434135093707e-11
NTH2,9.54171763008599e-11,2.1828082105643737e-09,4.034675285863255e-11,2.9635772970870025e-10,3.716136744652599e-10,3.519576724967261e-11,6.099926598646331e-10,5.324162440701774e-10,1.0322716569551313e-10
RER2,7.896670620420659e-11,1.7919907632313695e-09,9.951918048519012e-11,1.683558550249177e-10,2.0532248445326645e-10,1.1383975901893546e-10,7.505818864894366e-10,8.788518052366914e-10,1.2873930033000158e-10
COQ1,7.917785213632886e-11,1.860886798096613e-09,1.9196814263679906e-10,1.9908010310583374e-10,1.5570807302994215e-10,1.0038476047692909e-10,6.602757279618349e-10,1.2476917796091939e-09,1.4848147812342372e-10
GPI18,8.83826338884975e-11,1.7043249644011236e-09,1.7362257544922022e-10,4.6328400106852e-10,2.6608426107694022e-11,6.592258942739227e-11,6.128218796059817e-10,9.64642688536038e-10,8.293483685980329e-11
RCR1,1.0101573118504427e-10,2.010068016092609e-09,1.1980629448063698e-10,6.873102842812263e-10,9.343275617503243e-12,5.7278375662784896e-11,6.278836751988667e-10,1.0703563272328257e-09,9.28094518516035e-11
UGA2,1.2983141770121296e-10,1.9879555565465936e-09,2.0371078577332694e-10,5.516821065987351e-10,1.3239256145674666e-11,5.822439371597029e-11,4.52245396901408e-10,1.2525593436774916e-09,7.769749582017145e-11
DSF2,1.176637813314845e-10,1.924488597352014e-09,1.1437418328275218e-10,1.170875561564167e-10,5.029389561328627e-11,7.59000061888453e-10,7.038542677500268e-10,7.785543099382653e-10,8.726586296287046e-11
FLR1,1.5230587100977062e-10,1.5391191561301051e-09,5.248542289541949e-10,1.5373234248889548e-10,1.7225074245940324e-10,9.39397382868596e-10,8.006880082748823e-10,1.0597422381499553e-09,4.4862822175353146e-10
HHF1,1.8781651043217544e-10,2.080483970900456e-09,5.713702613191082e-10,1.3812483311881093e-10,8.185414394830733e-11,9.499634515778394e-11,7.95517381825445e-10,8.946153944978852e-10,4.3650061348068965e-10
HHT1,3.7524524982452207e-10,1.1613745246728704e-09,8.356825177888564e-10,1.4276120629445008e-10,6.912212377731488e-12,7.450622721535169e-11,5.829879125032611e-10,9.254575914905542e-10,2.9729697422056204e-10
IPP1,4.892180916846344e-10,5.315404824938969e-10,2.7882957014693706e-10,1.9876274963818465e-10,1.2378371048275017e-10,8.187149621147912e-11,3.8185944861990477e-10,1.181376300117962e-09,1.3674651878153155e-10
YBR012W-A,6.321518321389589e-10,6.231219040830495e-10,1.2057005368978997e-10,1.270955457079589e-10,1.6814604205689556e-10,1.1407110561695046e-10,1.2692297251653898e-10,8.701822730095874e-10,9.037413196404245e-11
YBR013C,6.763648226376088e-10,1.04214312260483e-09,2.0133825071948548e-10,6.649087473703404e-11,3.268926988085602e-10,2.0419263167846972e-10,1.1733829047250833e-10,1.464713388026943e-09,2.3938835201984527e-10
GRX7,6.937959544067002e-10,1.1242975779993685e-09,2.3915730791036857e-10,6.1598159308948e-11,4.727436923208389e-10,2.3788744843556717e-10,1.0568518249080517e-10,1.31646723035473e-09,3.281449839677295e-10
MNN2,1.0366144251758914e-09,1.6838136503305796e-09,1.8726672813000476e-10,1.7777159675703442e-10,1.1377146412457778e-09,1.3454808539388776e-10,2.0145615211870595e-10,1.5322932539293295e-09,3.617322857552675e-10
GAL7,3.85436022543984e-09,8.138011582314191e-10,4.377676045288772e-10,1.903797065000361e-09,5.215052659484731e-11,5.98294823845093e-11,3.99644939689456e-10,1.602068312864641e-09,3.709904726036402e-10
GAL10,5.791149875197369e-09,1.1474662573171613e-09,1.105753110753014e-09,2.0123896587081073e-09,3.981418687497378e-11,1.2108766662217047e-10,1.2258957397996704e-10,2.019281053647883e-09,4.184972799914127e-10
GAL1,5.6052721702543506e-09,1.216620973487009e-09,9.54561063554316e-10,3.2797124203927814e-09,1.843412907532472e-10,6.440402370056566e-11,1.870987545555902e-10,2.2369711619729417e-09,4.363558579980837e-10
FUR4,6.593241064796631e-09,1.7565963433917995e-09,1.0321814745326493e-09,3.1184551662630017e-09,5.320236341113087e-10,3.9350808785787344e-11,3.125019999727137e-11,3.189092395215593e-09,9.394582436738263e-10
POA1,6.638167758150913e-09,1.7650497302823584e-09,1.0941647356511046e-09,2.9668228261268603e-09,6.27459253537839e-10,5.115450783436674e-11,3.116284629383707e-11,3.251162008461419e-09,9.813287007376128e-10
CHS3,5.319088460182947e-09,9.682117785031933e-10,3.50808780128057e-10,2.7632688683634044e-09,6.190381165932348e-10,2.2593856382093736e-10,1.5547680007635255e-10,2.535183363337077e-09,7.375167895204864e-10
OLA1,1.3269507087345786e-09,1.1242856097281745e-09,3.4150590988090457e-10,1.5160706536933767e-09,1.2842767394383599e-09,8.76664830921643e-10,1.0412821266901044e-10,7.070598117883054e-10,6.094463646843638e-10
ETR1,7.614712369724379e-10,1.1354968309577427e-11,4.0914128847604737e-10,2.0565462670346556e-09,1.7411604802402315e-09,1.252489242600997e-09,5.303002440898379e-11,1.7463307386779542e-10,1.0552310804867316e-09
YPK3,3.364151881353235e-09,2.642046428234462e-10,1.3894173604584843e-10,6.06836325238604e-10,1.1774246580809947e-09,1.5033158810771507e-10,2.5576018716058008e-11,4.832403957666044e-10,8.592375422868923e-12
CDS1,2.7210003558157792e-09,1.3795550480598134e-09,6.687620510557934e-10,4.794183163672789e-10,9.212603011081553e-10,4.953683438558664e-10,2.7948946494069868e-11,6.236899330048846e-10,2.6112989725594617e-11
RKM3,3.4190323189915944e-09,1.3667887833523926e-09,5.000936084844511e-10,3.5454567297380527e-10,4.898545653308152e-10,2.289723289312551e-10,2.8750523096078982e-11,7.356374919844187e-10,1.9455218182679406e-11
RPL4A,4.685208974010286e-09,1.6702334499529797e-09,2.1150931177203938e-10,3.2339477271216425e-10,2.906897988940317e-10,1.5056492310521642e-11,2.4217118338096852e-11,1.1906650125806713e-09,1.4708413659814291e-12
YBR032W,2.7100780585001465e-09,3.075124570644978e-09,5.16886693275271e-10,1.106641777287934e-10,1.3706555021987945e-09,3.9470903906509725e-10,5.157821308242391e-10,1.1737172967072727e-09,1.2024334590948653e-10
EDS1,2.6380228545309972e-09,2.395100430152665e-09,4.193946564389522e-10,1.579261989369433e-10,1.6145049121052815e-09,3.261665058583767e-10,3.8826758294851923e-10,1.2683891624225287e-09,1.1113926120487667e-10
CSG2,1.3095142127055396e-09,6.020382996033905e-09,2.21877490919049e-10,5.311153479548312e-11,7.055471773835022e-10,4.2314786776856507e-10,2.0023702462563786e-10,1.5712947819342337e-09,2.3660968525097954e-10
SCO1,7.730162820700565e-10,6.518233788264364e-09,2.452189689736473e-10,1.9600305490071423e-11,9.68119542016544e-10,4.555375796207305e-10,3.35084087239181e-11,2.73220140780226e-09,5.6244994630474476e-11
CHS2,6.937562924649458e-10,5.6108140100570364e-09,3.454694443047639e-11,5.146437411876478e-11,2.518528175746206e-09,3.358116278823497e-10,1.99229210973982e-11,1.8745564575139605e-09,1.6344034830416366e-11
ATP3,8.642490877822815e-10,5.016729227600572e-09,3.767320017772301e-11,4.565792358316439e-12,2.1155236686881682e-09,2.928076235484247e-10,1.2787989197867546e-11,2.284219068700928e-09,3.011036103838769e-11
FAT1,3.9185724495988413e-10,1.0017726187966146e-08,6.163570884350605e-11,9.248929744097426e-11,1.904075323097369e-09,8.935814267649855e-10,1.5106639745567274e-10,1.201280679758372e-09,8.772207874180252e-10
CST26,2.684210988519417e-10,1.1407246149919577e-08,3.5430577474125275e-11,3.636172884683229e-11,1.7178312341921075e-09,9.272639282103015e-10,1.5141407926879092e-10,1.1408623925179661e-09,1.2065569905873655e-09
QDR3,3.168201298105633e-11,1.4602235552222868e-08,1.8622118862478261e-10,5.582627334255204e-10,1.6098078470857651e-09,6.31292614772176e-10,3.502593444416893e-10,5.013970061349526e-10,1.1224617966953121e-09
TCM62,1.708976003127641e-10,1.2543932312677514e-08,5.0748945132825746e-11,5.539526315664859e-10,1.1998313574661024e-09,9.518502954015304e-11,8.077374487806881e-11,2.610468608648966e-10,5.1258652098574716e-11
GIP1,1.50945924994942e-10,9.620701521281668e-09,9.483658600928082e-11,6.58273491833533e-10,1.9184667923357325e-09,3.1026520806781844e-11,4.0590117600812443e-10,1.8838226347824912e-10,1.5279632464730666e-11
ZTA1,6.347335226891848e-11,8.564180098731682e-09,2.8182390442898947e-11,3.6838081190063974e-10,4.05552373565319e-09,8.996480441184576e-11,8.251403074027975e-10,7.036346611131097e-10,2.535919961192509e-11
FMP23,3.957836269589322e-11,8.729313211478187e-09,3.571628819693535e-11,3.226083803538281e-10,4.597243712538414e-09,1.166553097800015e-10,7.676430964180882e-10,1.1507059302986833e-09,1.4265168230496515e-11
RPS11B,7.167865123415313e-11,8.613948796746891e-09,6.206663454541902e-11,2.3308021897998615e-10,4.6078527794427875e-09,9.48467005517351e-11,8.053198201252236e-10,1.595089763646203e-09,3.995429739789728e-12
REB1,3.084177169611221e-11,7.764757411581037e-09,1.561781720044175e-10,1.4256347101219685e-10,2.464958808286771e-09,2.579044274566678e-10,2.943504997910453e-10,1.3123441912278167e-09,1.268067748692225e-10
REG2,1.9697988376504095e-11,7.56002180165807e-09,3.013898433406883e-10,1.5161442244743715e-10,2.191572555140567e-09,4.817156984049173e-10,5.705781787490138e-10,1.4950104984404218e-09,2.8725340271507433e-10
RFS1,1.0886443632323661e-10,9.16597161099594e-09,4.399280802900336e-10,3.475625848975696e-10,6.80194322238827e-10,1.6852756647135387e-10,1.0097942490413741e-10,7.113454092012255e-10,7.621571211723993e-11
YBR053C,1.2839421580847909e-10,1.1783005507059292e-08,8.010600577944037e-10,1.1865825014539554e-09,1.069826440863042e-09,4.2071606207024437e-10,9.136923642898143e-11,7.813476228938573e-10,2.3403604456248367e-11
YRO2,1.9514922802163053e-10,1.2318602920039562e-08,1.3438675641463881e-09,1.0734402022761815e-09,2.4088537252737206e-09,1.4782611095517802e-09,6.561761840423259e-11,1.539149018145678e-09,3.9144943934172196e-11
PRP6,8.477421316908963e-10,8.56531389343707e-09,1.0002875353686615e-09,1.034482340505923e-09,2.4258866503682595e-09,1.7334070576623986e-09,1.2545715534586385e-10,1.195768188311279e-09,2.85401635731211e-10
MRX18,5.804170672519478e-10,8.037331693155043e-09,8.673270568820939e-10,1.1797390540850317e-09,2.8781573282085764e-09,1.931707519499581e-09,1.239931075351126e-10,8.174943546259432e-10,8.616159166224971e-11
MNC1,1.691536215192786e-09,7.892749436665984e-09,2.2077684067709564e-09,1.4246229240900055e-09,1.9540655714813824e-09,1.8210343403178745e-09,3.9746652874819545e-10,3.2218885261035107e-10,5.314213037202394e-12
MUM2,9.308611775613358e-10,9.108859107427932e-09,1.7293017113156988e-09,1.0714776077965034e-09,5.428870264072379e-10,2.4156574985929347e-09,3.9152671110393613e-10,1.3648188490322661e-10,8.554211684894263e-11
UBP14,4.777023276105628e-10,7.86824407315254e-09,2.901555088251708e-10,1.4939268943647891e-09,1.605505857896635e-09,2.238826353422587e-09,8.396578001615088e-12,1.5845511320031118e-11,3.07992862270873e-12
AKL1,2.841673404322834e-10,9.253140585895752e-09,4.921145906032044e-10,2.5010947727830347e-09,3.2105246021057702e-09,3.671428698139303e-09,8.120118713884951e-11,2.571474570282127e-10,4.7762495677721636e-11
ORC2,2.4110116040641516e-10,7.07957921255803e-09,1.7110877855264213e-09,2.693320383933108e-09,2.133339104721396e-09,5.315251005965658e-09,1.8706440912368832e-10,2.807711412812217e-10,3.913287183987817e-10
TRM7,1.9200732825862727e-10,6.919184493574493e-09,1.5490369170505246e-09,1.8326768927388758e-09,2.3531847164853318e-09,5.132529753314685e-09,3.1715502552062255e-10,2.420902002885552e-10,3.506608521657791e-10
YBR062C,1.7108405695126423e-10,7.210269124130068e-09,1.7126843360987158e-09,1.1810210394097349e-09,2.6230876472247002e-09,4.796871872548597e-09,4.330279488951014e-10,6.507649304240512e-11,4.598562212873368e-10
CNM1,4.583702474641432e-10,7.976813432848584e-09,1.8242300287840184e-09,1.1032094900965987e-09,2.4017415463073463e-09,4.922247728145459e-09,3.876760551549731e-10,4.86372495345738e-11,4.0733625136753403e-10
ECM2,3.806743978753671e-10,6.656354101719581e-09,1.6911724250347193e-09,1.388570001047845e-09,2.293967764244812e-09,5.121549916557408e-09,3.3766777376374853e-10,3.171035430173504e-11,6.412407178177331e-10
