gene1	gene2	mean_VC
ARO3	MDE1	2.865838202347113e-10
MDE1	APT1	1.9522172436921864e-11
APE4	BMT6	2.340333037624509e-10
FIR1	RAP1	1.4565467043552737e-09
PHO13	MCD1	1.9039611983397795e-09
YET3	KCS1	1.5662571055555948e-09
DET1	SOK2	2.135291669899364e-10
HKR1	RPS0B	5.551352873943089e-10
YCR022C	FRE5	1.6345761258270387e-09
ALG5	CMR3	1.291816803314568e-09
YKT6	NEW1	2.1933580673591885e-09
UTP4	RPN13	2.5178925948970596e-11
SET3	OGG1	1.4793635840424214e-10
APE3	IMA5	5.559436610923397e-10
LSM8	PRP4	2.43401289048534e-09
DPB4	PRY2	9.852679852399945e-10
COQ3	CWC27	2.858232159798933e-09
CAJ1	GSC2	6.126079981985419e-11
RTS3	NRK1	2.0137049798698647e-09
SUP35	BYE1	5.671280611407122e-10
LMO1	FIT2	1.2053240061592104e-08
YDR239C	SYG1	8.895850263977978e-10
OKP1	ELP4	1.5359716483681965e-09
GLO1	SSO1	2.43310503146653e-11
YBR062C	PBI1	2.947174022100428e-09
RPL19A	MCM10	6.991118329125834e-11
CDC26	SGA1	7.28618290883197e-09
YJL007C	YPF1	1.8859611617775295e-10
ERP2	ECM9	2.6905690358014144e-10
PRB1	MRX20	6.446952706950305e-10
RPS25B	CUP9	2.1502754322027478e-10
YDL211C	RMD6	4.1272279260458197e-10
MMS4	YRB1	5.891079602837502e-11
YGR054W	TFC7	2.6646814059804095e-09
SIC1	AIM33	3.2391780297722535e-10
BUD2	MRE11	2.5256279107654958e-11
ARG56	SDO1	9.074721558059872e-09
GPI14	TTI2	2.860473172289229e-09
ATG29	AXL1	6.913055238180423e-09
YCL075W	VAM6	5.363698145847693e-12
YER053C-A	ARG56	2.700019088471335e-10
BIT2	PHO2	9.12513508514343e-10
SEC24	NCW1	1.9247995713970968e-10
SUR7	NST1	2.0157018338268874e-07
SST2	MGR3	2.8596047908906966e-10
PEF1	XBP1	1.1196088234376418e-09
PCF11	THI20	1.8472129156974989e-09
LPX2	MIX17	1.085208204398871e-09
YDR194W-A	CFD1	5.799995187462398e-11
PMS1	ASR1	7.775739753826873e-13
CCT3	RTS2	1.8010716342925314e-11
YBR225W	YGR117C	2.3150684828472885e-11
CTS1	RHO1	4.627678030447389e-09
KIN3	YCL042W	2.2888604938841513e-09
YGL041C-B	PRY1	3.1336410371001016e-10
LPP1	YGR018C	6.254274627560361e-10
SET1	PHO90	7.85603550735242e-10
ATP5	DOA1	4.669645727044005e-11
CDC15	MVD1	2.182317137992085e-09
SPB4	PLB1	1.0718853622511699e-10
TRS120	CFT2	3.227307047263768e-10
RTA1	AFI1	2.1157449217916476e-11
PDR18	ATG41	3.6933748783118194e-09
UFD2	DID2	4.367905158134195e-11
KTR4	HRI1	1.0241902493622169e-10
HIR1	ARG7	2.654968967060048e-11
ARF2	HSH155	5.962265920687821e-11
CPR7	ELP3	3.383554683540993e-11
YML003W	YPL108W	1.0027193721718535e-10
GRX8	URA5	1.9560344404661066e-09
AMD2	PHO90	1.317413772139014e-09
HHT1	ARC18	5.4817284031288766e-11
RPL22B	HIR3	1.9201778313687887e-10
FLO10	TDA1	1.1046526304158769e-08
GPR1	SOV1	3.581680588451416e-09
TAF12	LEU5	9.944289514043909e-11
FET3	TIP41	3.371872029148014e-09
CHS5	ETT1	4.818793664944533e-10
LYS21	COQ11	1.7929849657800442e-09
SAG1	YKL102C	1.5172520281081974e-10
UTP8	MRP49	2.54050131566998e-09
ATG9	ECM32	1.9610395512798243e-10
HEM1	SDH5	2.721314416886649e-09
MDM20	YOR111W	1.1980497957129922e-10
PEX14	UFD4	2.7295465473071263e-11
PXP1	YKR005C	1.6791432723675344e-09
ALT2	CAB4	3.574488490697891e-09
ECM10	YHR125W	2.624086493931117e-10
PAU5	CUE3	4.920092389742761e-09
YDL159W-A	YER034W	6.702440650587576e-11
MIC19	PRP2	1.251067248702938e-10
PEX6	YIG1	6.1971903295067e-10
MIN3	DIG1	6.169315354787521e-09
ENT3	DDC1	3.714727566897205e-09
ISC1	CBF1	5.4759376535847755e-09
HBT1	UTP15	7.81012829444343e-11
ASC1	ERG24	4.1637784497891716e-10
YIL086C	UTP18	7.123249389748546e-09
FUS1	TKL1	7.941040539825438e-10
MIC60	COQ3	9.865462609897832e-10
GLT1	APL1	1.990991500791991e-09
YMR209C	PSE1	2.951319428285632e-10
TOS1	LEU2	4.847588726291577e-10
NRE1	SSL1	4.6401894886799743e-10
LDB17	GRX6	6.212866243141419e-10
SDD3	FHL1	5.811318608867268e-10
RFX1	YMR315W-A	1.4742393239128161e-09
CIR2	MRX11	5.466568845444979e-09
RPL21A	SGS1	1.3983400829328711e-09
POX1	HHO1	7.042751908676444e-11
CPA2	PSY2	2.1376868627806242e-11
SPC25	PEX11	5.448464865801702e-09
TAF2	YMR196W	5.7141726958529204e-09
TRM1	YNK1	2.6742047067348417e-09
RPS16B	MCH4	1.5645183164847687e-10
UMP1	CAF16	7.4764616046381e-11
BRL1	PDS5	6.14168832401572e-11
YMR090W	TMC1	1.455674008117824e-09
MET6	HIR2	4.093044518341561e-09
VPS13	EMA19	6.983331462159604e-10
FAA3	PNP1	9.04896896939052e-10
ABF1	SFP1	1.0942374748377472e-09
SUL1	YPR147C	2.0272725637434712e-09
CDC50	SDH1	2.5421256171170482e-09
MRH1	YKT6	1.645916638261938e-11
PBA1	APM1	2.8429266262390946e-09
YHR078W	PRI1	5.96512720805456e-11
HEM14	MCD4	6.424020062415521e-11
MSS2	ECM23	1.639321782798037e-10
IRC4	CAP1	6.189706549005764e-10
SAG1	GSY2	2.7732098469028452e-11
MRP20	DBF20	5.556313562439394e-11
MRK1	OST1	1.891380202465733e-09
EMP70	RPL36B	2.07920564044338e-11
SPT3	STE6	1.1546020400515562e-10
GCV1	SGO1	2.977616742271848e-10
IMD4	DUF1	2.390542959614421e-09
SCT1	FLO10	6.254615330343777e-12
CCT8	YLL056C	2.5045442014260763e-10
YFR035C	RME1	2.786466685624146e-09
MDH1	MKT1	9.15172369795491e-09
SPO74	QCR9	2.5551828915751303e-10
PSP1	TPA1	6.530113956562047e-09
CRD1	LCB3	1.0150679010961972e-10
SLU7	RFC4	3.972424428893479e-09
CDC21	TOA1	1.615242188541491e-10
YSY6	PMU1	2.4186313526413498e-12
PPZ2	LOA1	5.760157355203532e-09
MEI4	RAX2	1.4083969785225533e-09
YCK3	SAP155	5.974539357277706e-10
BEM2	YMR075C-A	1.7989184676783793e-10
ERV15	RPN13	2.6189681155362886e-09
IMA1	PRP19	1.2074444771479232e-09
FLO11	GID8	3.069367680703559e-09
MGA1	MIN3	9.303958390575448e-10
SBP1	THI80	2.150604637214414e-09
COX16	PRM1	5.163797906858482e-10
NUT1	SPO75	2.310134479625136e-11
LAF1	RPL33A	8.24194753800455e-11
RPL2B	PSE1	4.464726510400411e-10
SLX4	MED7	7.724086095123672e-09
TAF13	TGL5	1.2725143990990964e-10
YER121W	MF(ALPHA)2	1.5040689505603913e-10
GRX2	VMA22	1.4764249367265494e-11
VBA2	ALF1	7.089941288798717e-12
SMF3	PRE10	2.332348057334642e-08
TRS85	IFM1	9.367187594215056e-10
TRR1	YIR020C	3.085535256502817e-11
YDL085C-A	RTT105	8.263952639608956e-10
DPH1	RTP1	1.4990305119619492e-10
URA3	PSK2	4.252130528605562e-10
YRB1	SDD2	1.0224943364634727e-10
FHN1	RAD14	3.305897290897891e-09
NRG2	MRT4	4.1990576276756547e-10
RDT1	GAB1	8.316050827110656e-10
YLR296W	RRP40	7.533467692311964e-10
HUA1	REX2	4.1961485992271315e-10
PHO2	NMT1	2.3123749379875445e-11
TIF4631	FYV7	7.432933456796822e-10
ECM33	YJR084W	1.0325716016995292e-09
IPT1	MRP8	1.5991333462314897e-11
GMC1	ANP1	1.0801534326050121e-10
TYR1	LYS1	5.718563598131124e-10
EMI2	SIN4	1.0404315532150145e-10
MMT1	PRM1	5.6693749882549475e-09
SYN8	PCL2	1.23912685297602e-09
LDB7	YHR125W	3.5177646421282595e-10
PAC2	SPR3	3.7092708684668105e-11
OST3	YOR296W	1.9953473960172278e-10
CAB5	CMP2	8.641824543061612e-10
MAL13	PEX2	4.025465827476896e-09
ASP1	ARP4	4.792626688741534e-10
RRT2	ARN1	1.191044423675275e-08
AIM33	PET111	1.7599403389622451e-09
YIH1	YDR194W-A	6.0668470977777014e-12
YNR065C	SCD6	1.6616043163222968e-09
RPL19B	PNS1	2.065458266344196e-09
YAP7	SSU1	5.683480772187533e-10
PCM1	ETP1	1.0969032278417465e-09
ATP12	YML003W	4.366765470672415e-10
GEM1	RQT4	3.478999689475575e-11
SPO11	MKK2	8.177510664681994e-11
SKI8	VAN1	2.0363326176296935e-11
PEX19	DBP5	1.4940731751052728e-09
PTP1	PTR2	2.1829995554598081e-10
NRT1	TMA16	7.205465952643231e-11
COQ3	RFC4	6.139214765575339e-11
UGA2	GDS1	8.124241253071421e-10
CDD1	IST1	8.165775083570738e-11
YBR209W	HMX1	1.1043315053717207e-10
HXT5	OSW2	5.540154328545051e-09
YBL028C	TFA2	1.6184100403231535e-10
BRE4	MDM35	1.494878203594597e-10
KIN1	YHL017W	3.251565756659343e-10
SNU114	SUV3	5.757053558291038e-10
YBP1	HEH2	1.5903416726648423e-09
IRS4	FSF1	2.305913782197579e-10
SMC1	HAP4	7.072938067300353e-11
KRE1	BNI5	1.8537668718799995e-10
JIP4	YFR054C	5.335339487167112e-10
TVS1	RSN1	1.6542636857583797e-09
SLI15	FMP33	2.3452948483215823e-11
AME1	RPB9	1.75527489096745e-10
YBR196C-B	LIF1	1.1593656162661086e-09
MRX12	YJR056C	5.136934382352687e-10
CDC25	MDM38	8.169802267604487e-11
SQS1	ABP140	3.380831990217668e-09
RIB7	AHT1	1.7862194242536832e-10
MPT5	DAL1	2.146934236523219e-09
RRT2	KTR2	1.131041154804862e-09
SGA1	STE3	1.5372931507177278e-09
SBE2	ORC3	1.7586490988478056e-08
YLR326W	AVO2	1.3875070704353163e-09
YKE2	UTP15	1.3392378510324942e-09
NIF3	AAT1	2.6313724683378514e-10
PPG1	AGA1	1.2213293108262097e-09
COX17	YOR008C-A	1.3039700136510817e-10
SNU23	UBP7	4.1253003053512863e-10
RPP1B	PRM6	2.467685381619252e-10
RSC8	PLB1	6.792005695268808e-11
CIS3	HRK1	5.180188395725698e-10
TRS85	YJR107C-A	5.02958027873034e-11
YFH1	YRA2	1.2082621786526494e-11
YUR1	SNX4	3.642466831857341e-10
TSA1	RIM13	8.598387293482569e-12
PAB1	JLP2	3.313000967366829e-10
TOF2	INP2	6.770274201380218e-12
KTR4	ALY1	1.657193839082649e-09
AIM19	ERB1	1.1710556751683176e-09
BUD3	CDC9	3.2195101882218963e-09
YBT1	CSR1	9.64350138633611e-12
AST2	RRT8	9.542013642253001e-10
VID24	AVT2	1.16948994524427e-11
ATG42	NAM7	1.1817282479600363e-10
YPD1	ARH1	5.689569173438272e-10
YGR273C	KNS1	2.069933056109838e-09
MMP1	GID11	1.0020276300838815e-10
LYS2	MEX67	2.4474808062595645e-09
KRE29	SPG5	9.681689721548863e-10
YLR030W	TRX1	2.320588397652464e-09
COP1	JLP2	4.058450962691298e-09
GMC1	MSD1	2.203374766571753e-09
YEH1	RAS1	3.919606159009756e-09
SSC1	CDA2	1.4614190835065178e-09
CIC1	YIL046W-A	1.4017502191462665e-10
AKL1	GTB1	2.8389264967124307e-10
OST5	BIO3	2.182372330137221e-10
ENT2	COQ10	1.1981613543927453e-09
YDR274C	NEW1	1.6892259440417094e-09
PRP8	ROF1	5.050687824932891e-12
UFD1	AIM36	2.282371300609365e-09
DAL81	IDH1	3.802626340631398e-10
UBX5	GUP1	1.3497507024914215e-11
PAR32	VPS72	8.85928143422025e-10
GYP8	MGL2	7.457972803414232e-12
BSC1	TIF34	6.74364663188587e-10
FIP1	URA6	1.2957465136208197e-09
PTC6	MCH5	1.5517428419873547e-09
RPS22A	HER1	3.929001369831716e-09
RNR1	KHA1	1.2975581709574252e-10
MDJ1	BAS1	4.3613177274041514e-10
NSR1	ADH1	1.7870489438676635e-09
MCM21	HNM1	9.591793886193485e-11
GRH1	YOR1	3.202799735081694e-10
YBR062C	PRP2	6.294873326406009e-10
MLP1	MSC6	6.537614078460203e-10
NSE1	MRP51	1.9853905518693364e-08
MON2	SCD5	2.1354282398040843e-09
PSA1	RPL12B	9.598186723102052e-09
CDC39	CYR1	1.8384609072930475e-09
IMH1	YNL165W	1.1606018052788326e-09
RPN13	ALG8	2.0525700310326836e-10
VIP1	NOG1	4.7280450947353855e-09
AIR2	TFC6	3.5106356807927103e-09
GLT1	HAM1	3.055879388568884e-10
GYL1	SKP2	3.2081685696477273e-10
OAR1	PLB3	8.154786414742726e-11
HPT1	FRT1	9.765963099601108e-09
RET2	ATH1	4.611039728956772e-09
PDR15	MRPL3	1.7409600243224905e-10
GFD2	MED7	1.798951411284684e-11
YPS7	SIN3	6.508161520156449e-09
EDC2	TIM54	1.8075950785375173e-10
SCS2	UBP5	2.4687909696079363e-09
YIP1	ATP2	1.0326363006035432e-09
VPS24	TSR3	7.148575589819472e-10
RPP1B	EGH1	1.3847355420206064e-10
COQ8	SSZ1	6.65203603027124e-09
AVT7	HSH49	1.6078282602930625e-11
GGA1	UTP18	1.1051711917459193e-09
GCV1	RUP1	3.3803777514016763e-10
ISC10	BSC6	3.6765486618531293e-11
YPL039W	TEF1	3.1602394814423743e-09
MEI4	ACT1	2.01148754395448e-10
OAC1	HRR25	5.799689893181739e-10
SEC18	RIM2	5.695930637821609e-10
YBR225W	YDL109C	1.0746071816606467e-11
BAT1	YPL077C	6.498349126813654e-09
MSB2	RNY1	9.997484760935978e-10
RXT2	VAN1	2.6534822923152056e-10
MSO1	YOR268C	3.905122694539925e-11
UBP12	APQ13	2.641109786251211e-10
SPO13	NMA111	4.114967335329959e-09
MTC1	YLR379W-A	5.779597539301634e-09
LYS20	UBP8	1.14221222413727e-10
HSP30	GET2	1.8324859011818648e-09
PHO84	AIP1	4.995753405735357e-10
FIG4	CYB5	1.1134735850884706e-10
RIM8	YKL097C	4.915108939054167e-10
PCM1	MDE1	1.4636847226926737e-09
GRR1	DCW1	1.5380255297996467e-10
GPI17	CDC3	4.349842335204095e-09
SED5	SIL1	5.017446844131385e-10
EKI1	NEW1	1.9580909757748506e-10
PRS3	BIR1	8.739173419078812e-12
PEX3	BXI1	3.766844401167423e-09
MLP2	GCV2	8.510186911872325e-11
FIT1	PUT2	7.17489550652614e-10
DPB3	CDC34	1.43470910257782e-10
RPS14B	TAG1	1.992110089537565e-10
VMA10	CAC2	1.6130600084785372e-09
PRS2	SRY1	1.256420293656617e-10
BNA1	RGL1	3.5457679521098706e-09
SHC1	IME4	1.87605016651535e-10
BRE5	MSE1	1.3304861794285483e-10
RPL18B	HOL1	7.571914271930844e-11
MAD3	MVD1	4.8838115715713237e-11
EDS1	SLX5	2.9890249412981505e-09
BOP2	MSB4	3.202788907494575e-10
OPI1	ROY1	4.3991399472463994e-10
YGR054W	SWI1	1.0327668782879654e-08
YBR259W	RQT4	1.864062657131445e-10
DPB3	YKE4	2.3485422190392746e-09
RCF2	RRP15	9.75898182900455e-13
INA22	SIP3	2.5208186352078548e-11
UIP3	SEY1	1.3633798840919878e-09
CWC15	ANY1	6.206870741939335e-11
RMT2	SKN7	2.347172370865141e-10
SSA2	ILV5	3.6090519994225826e-10
PCS60	POM33	5.053383749849864e-10
YBR284W	JIP3	8.013042252692215e-10
CHP1	POC4	1.0858298374146684e-09
ROG1	JLP1	5.560361030602718e-09
YJL206C	PUT4	5.436434556543725e-10
YDL177C	PWP1	1.730268823213826e-09
CMC4	SMF1	8.217012101801074e-09
TED1	RRG7	1.0386689667827505e-09
NSE3	DIT1	2.367602115107614e-09
DBF4	PIG1	1.8971818008857616e-09
AAT1	NRS1	1.25104965119214e-11
PAU17	FUM1	3.113028072891626e-10
MAK10	PAN2	3.930064809474514e-09
RPP0	ATG34	1.7086312275557507e-10
YPC1	DSE4	1.2123491611742991e-09
SEC66	TDP1	4.914624219615012e-10
PLM2	MRP49	8.158989638761687e-10
POP1	TIR4	3.449149710138972e-11
MNN1	COX7	8.940804487560754e-10
API2	MIM1	1.4779396532959735e-10
ACF4	YRA2	9.688185618102903e-10
RSP5	NEJ1	4.632380818372999e-09
PAM16	MRPL51	6.870125693270226e-10
RMA1	WRS1	1.6970597134490617e-11
ATP19	RGA1	2.1603371852894646e-09
SFB2	THI6	2.2691036092989723e-10
PHS1	MER1	3.2898178200756307e-09
RRN10	YLR001C	1.4843290165923758e-10
CDC1	YKL183C-A	9.405850033827555e-10
VAN1	RRP12	2.676145333216316e-10
NRG2	RRN7	2.703557850401626e-10
PEX17	MSS18	5.015172115119006e-10
NIT1	MFM1	1.0886405225827513e-10
PDX1	HTC1	1.7607938212033073e-10
HAB1	CIP1	3.674081499957128e-10
SEC53	PGA2	9.455944223953607e-11
CFT2	VHS3	5.344046762162244e-11
GTT3	STE20	2.4355271966186002e-11
AIM3	HOS3	2.202416268220648e-11
ATC1	GTS1	3.5592340200785127e-10
LDB7	YKU80	3.3072106308326893e-10
MLO127	VPS9	3.628574691794494e-10
SRB4	SEC39	4.578534450701598e-09
ALG13	VPS36	1.1994930644334922e-10
SUI1	NOP8	1.7499083027230083e-11
RSC6	SDH7	8.08811869396471e-12
PUF4	DNL4	6.268147823336558e-10
YJR142W	NSL1	1.208075471623103e-10
FMP41	CYT1	1.0611346311972484e-09
GEF1	RAX2	2.8395482270536404e-10
BUD27	DSS1	3.475051950401871e-10
PSG1	BAG7	3.3938726589098813e-09
CAF4	MOD5	1.5745742060724713e-11
SCH9	CYB5	8.455342386768073e-11
PMR1	VMA16	9.25485429083363e-11
PIG2	THI21	9.379618991481282e-09
CLC1	GZF3	2.7653809462978005e-11
PRP21	RPE1	8.355305544650157e-10
PUF4	ARP5	4.4232895310337625e-09
HAM1	NSG2	3.961532704234438e-10
PUT3	ENV7	3.226940465707867e-10
FYV10	HXT8	1.9895591686193538e-10
ASP1	YPL108W	1.6487678632009487e-09
CCW12	SSP2	1.8333633155952064e-11
LPX2	RSO55	3.2404031765207014e-10
ECM10	RPL39	6.927758789582118e-10
YBR197C	IMA5	1.907737373678879e-10
YDL129W	TUL1	1.6031367578422605e-10
ARP1	SPC24	6.786309731264896e-10
BUD9	RPL42A	7.018506690939606e-10
ALG2	YOR186W	6.749165457496182e-09
PRM5	GRE1	1.2039112659988242e-10
LPP1	SDP1	3.525032400060335e-12
NVJ3	TIF6	4.893937189103764e-10
GUT1	YHL005C	1.8977662493582756e-10
SAF1	TRS33	1.8131061644281482e-10
RBG2	KEL2	9.834496601897146e-10
YCL075W	VPS41	9.912969720956137e-10
DPH2	GMC2	2.362408802808545e-11
RRP8	YTP1	1.0085155566745503e-09
NTG1	PSP1	5.2714846199692735e-09
AIM9	RPL20B	6.660719058365334e-12
VAC14	PSY2	9.180764690526721e-10
NBP35	PBR1	5.662284090566708e-10
HYR1	YJR107C-A	3.49670323071182e-11
CWH43	SEC11	3.8212444129385037e-10
RPN4	ELP4	7.997245965306135e-10
PHO81	PDR5	3.688577079501436e-11
IFA38	SMC1	3.5868242181169705e-10
DEG1	MDM1	1.4858388818949032e-09
APD1	HRI1	1.0910954222487184e-09
VRG4	MPP6	2.2628021244013177e-11
CDC28	PHO90	8.479887167934193e-11
PKC1	CCT7	9.255702085459068e-09
NBP2	SVS1	8.938762069888363e-11
MET28	RPC25	1.146251989093695e-09
FUS2	PUS7	4.3251934281848735e-09
ATG3	NOB1	5.266376840393044e-12
SDC1	SMF1	1.4637792232193728e-09
YIL102C-A	CAF40	6.58601495594332e-10
TCP1	SUT1	2.011003611706159e-09
RSP5	PXA2	2.4503560238828833e-09
YHR140W	ATR2	1.5057562671990594e-10
YBL044W	MTC3	4.472993599247806e-12
IDS2	RRN3	2.5071856692801884e-10
YGL159W	MLH3	2.8725865511301573e-10
VTC2	VID22	7.061667837047118e-10
TAF11	YAP7	3.3681943711534003e-10
LHP1	YRA2	2.6917140593278476e-10
ENA5	RPS25B	3.63872834624531e-11
CAB1	ANK1	7.258137234751173e-11
YJR128W	PBR1	1.3778370224245378e-09
NUP60	MSC7	2.7343257526319492e-09
DBP8	RPS31	2.2632682091397394e-10
YGR266W	CVM1	2.696025321823027e-09
RRD1	YKT6	4.5130614179115284e-10
NET1	MET12	3.278870181955994e-09
NUP170	PEX25	1.1917206570241618e-09
YHR175W-A	HBS1	1.2165534195512132e-10
ARE1	CAB4	1.6704162974886026e-10
YNCD0021C	ATP11	2.094941244822914e-11
PRS2	HCA4	1.3936245374679405e-09
VID22	RTC1	5.2922240847684194e-11
MSW1	TDH2	1.1334842866204916e-11
IDS2	DRS1	5.064799844400222e-09
ASK10	COG2	5.857039468976396e-10
CMI8	APC1	3.967696663106129e-09
ARB1	DFG5	3.042678397095522e-10
ERG3	GTR1	4.5077051704774067e-10
RTC4	RAX1	2.0972577302245066e-09
UTP22	MPC54	1.2690750939653351e-10
PIH1	HOB2	1.1619699688893375e-09
QRI7	CYT1	6.185405895839811e-11
CVM1	VPS21	6.999186615989738e-10
RDI1	SIR1	3.5284432563525566e-10
MSS4	RPL7B	7.541900021105106e-10
YCR041W	RRP36	1.6855983535444658e-10
MRH4	MSB4	7.944011208658038e-10
SEY1	BEM3	1.706492221368123e-09
YER010C	DDI1	3.7953698918252237e-10
DOA1	ROD1	1.2480668064812036e-10
CHL4	FOL3	2.716740732791705e-09
HOP2	IRC15	1.0843448943658862e-09
PTC1	NOP2	2.185123446526537e-10
IMP1	THP1	2.4298907174168694e-10
LSB5	FSH2	1.5229453902641224e-09
YDR444W	LDS2	2.9790824136265606e-09
TUB3	YMR254C	3.057935709256731e-10
SGF29	CSM4	4.006939794904621e-12
TGL3	ATG41	2.0417293621333536e-09
GAL1	MPS3	4.6064166854221336e-10
GRE3	GCD7	1.1532823068775835e-10
RBG1	RPL11B	3.98717676100992e-11
INH1	ALD6	3.840737656372232e-10
TDP1	CYB2	8.893463815008024e-09
CPR4	OAR1	3.365013742063928e-11
RHB1	AIM41	9.34387443873744e-12
RRI1	LAP3	3.2030911915593445e-12
CMD1	NRE1	1.3616436328080614e-12
RPL29	SEI1	7.748995652909846e-09
DIG2	YML082W	6.427679323458811e-10
PER33	PUT1	3.420176914813864e-11
XDJ1	MMT1	3.6270702758918094e-11
CYK3	BUD20	3.6268088487022e-10
GUK1	ULS1	1.1062208678347611e-11
GCN2	SKA1	1.4237234899934635e-10
ATG18	ALE1	1.9338056044192945e-09
NEJ1	RPS7A	2.100299507436313e-10
SAC7	YGR146C-A	4.077469981684864e-11
PRP45	RKM3	6.664669350443333e-09
CCT7	YMR316C-A	3.309335978891367e-10
GAL80	OSW1	2.5835465081036355e-11
REX3	UBP2	6.443024593637763e-10
TRX2	PIH1	8.062432858706688e-10
PTM1	PRC1	4.468109287772706e-10
RSM18	SEC28	4.838864046663904e-11
AHA1	KEX1	3.3782816374745846e-10
CYC8	UTP14	5.880961726449996e-09
HEK2	AIM17	5.984400854657501e-10
GYP7	PGD1	2.7923264420989923e-10
SSS1	PRE2	3.7484002229420274e-11
ATG14	YMR158C-A	1.5020080562381066e-09
YBR259W	YPR147C	1.4536338935290609e-09
HPC2	VPS29	1.3197311395062452e-09
CIS1	SEG1	1.597355222818153e-09
GCN5	TOA1	1.08197995829681e-10
FRM2	YGR079W	1.3209339818375714e-09
RBA50	MDH2	1.884325710373169e-11
NOP19	ACO2	2.8034369779664763e-09
STE18	SEN54	5.798778701226648e-10
BTS1	YPR148C	1.067053706152644e-10
BGL2	URA8	2.498593345835372e-09
PRB1	ICS3	4.4473176713937145e-11
MEP1	BUB3	6.572301229805928e-10
SIP4	VMA6	6.344415404274685e-10
SNT1	YIL082W-A	4.348698165952997e-11
PBI1	YPR078C	6.875247721973741e-10
SMC1	OST6	4.76471965344778e-10
CPR8	AMF1	1.6307463358563717e-09
YBR238C	NUP120	3.797235820632095e-11
APC2	SGT1	3.307927897477333e-10
TMH11	NAB6	1.3591095828940252e-09
YND1	AFG2	1.28571594531219e-10
BCK1	GAL2	7.601546772159157e-10
HFM1	DCI1	4.0129876312463095e-09
MCO14	SSU72	6.322005147863829e-11
MSM1	EXO70	5.913707528737582e-10
AFG1	YMR317W	7.707552325575202e-10
SGF29	PCL8	9.243495227367968e-10
LSM3	VAN1	9.55441330144985e-10
VAM3	DIM1	8.79015949823622e-09
TLG1	IFH1	7.52993894602353e-10
HSE1	APE4	1.0183586496429378e-10
OLE1	DPH2	2.2436749992900574e-11
YDL129W	SGS1	2.1092116933587131e-10
TRP1	RAD5	1.5847283028160107e-08
YGL185C	PUP1	1.0871808380866226e-10
APM3	AXL2	8.374005758625565e-11
EHT1	CSF1	1.2193742132231514e-10
MRX19	CHC1	9.171921969104236e-11
RPL36B	YME1	1.3311263476559037e-09
UPF3	ASI2	1.4256146367557251e-10
CDH1	KKQ8	9.847993383185318e-10
POL12	LAS21	3.2830364499074325e-11
COX13	YGR025W	2.0245834080914822e-10
MSW1	YNL162W-A	8.179272765369655e-11
HEM2	MRP4	1.021710708225904e-09
GUT1	YHC1	3.349219443077334e-10
YMR1	MRS2	3.428782075921597e-08
URM1	SRN2	7.011354285427256e-09
KRI1	SFL1	1.1732708347426054e-10
CCT3	NUP133	2.734848339948966e-09
YHR175W-A	MRPL20	2.2705716004530862e-10
COQ2	SPE2	2.48003722454274e-10
DOS2	ZIM17	2.7267556033908693e-10
JJJ3	TOF1	1.729758644092285e-10
SDS23	AAT2	1.450725823591059e-09
GEA1	HMG2	9.816713366871964e-10
SLX1	SAR1	7.877175004163545e-10
RAD23	PPT1	3.3643655680180343e-09
YBL029W	DBP8	1.187862511360014e-09
PUT4	RQC2	7.88315239813943e-09
PML39	LEE1	4.986300574215784e-09
CHZ1	IRC9	1.372490646583777e-10
PRP43	MST1	1.4001980728706825e-10
SLI1	YLR111W	2.3235061852556475e-10
ECM12	PPT2	9.060107204786244e-11
FRE4	COT1	4.0814555958952775e-10
RPL42B	OAC1	2.6136699476029304e-10
MTQ1	YNL042W-B	3.823408268795525e-09
BMH1	ATM1	9.929601267292807e-11
TOG1	YKR018C	9.602037439633799e-11
SNA2	CAF20	3.952171138689134e-11
RMR1	AQR1	4.7241287920522985e-09
SAT4	HER1	5.181150165447949e-10
SHE3	ETT1	5.04928140109558e-11
SHG1	UGA3	1.6663872277112328e-10
EFB1	DIF1	2.027741737648938e-10
PSP1	AMA1	2.1025076311611262e-11
GCS1	SBH2	1.2556470818969922e-09
SRO77	DRN1	6.387838514124048e-09
RKR1	SHR5	2.554240360760832e-09
RIM1	NRS1	3.982755922974158e-10
TOM70	FKH2	5.1139370735286826e-08
TFC3	HEK2	1.2852934974296182e-09
IAH1	SCD5	1.4476666430417547e-07
AAR2	TUS1	3.874779166045103e-10
NCL1	CRC1	7.61266549656425e-11
YIL086C	PET123	1.4385435763339437e-10
HAP3	DAL3	1.038471089514045e-11
PLB1	ARG8	1.5604694048907065e-10
HOM2	ECO1	1.7955283032380516e-09
VMS1	NOB1	2.1180644838469214e-09
YEA6	MCO14	2.400500847409027e-09
SPO74	SGO1	5.978589224910309e-11
LAM4	SPC34	6.05324203104424e-09
ESL1	EXG1	3.657877605405231e-10
YDL129W	IES3	1.4417281697594866e-10
YLR379W-A	CAT8	7.580806734016408e-11
QCR10	GUP2	7.667642238451235e-11
ATF2	KHA1	9.838865778368475e-10
CMD1	YDL114W	5.913763509021534e-11
GCV1	ELO3	2.0589202834613862e-10
CSF1	REA1	3.9455019902768177e-10
WHI3	RPA43	2.449736069577417e-08
RTG3	RNQ1	2.0911270969282064e-09
RPN6	YPT1	9.919638984169349e-10
